Location,Name,Category,Description,Latitude,Longitude,Altitude,Date verified,Water,Composting sawdust,Recycling center,Artisan goods,Open,Electricity,Kitchen,Parking,Restaurant,Wifi,Big rig friendly,Tent friendly,Pet friendly,Showers,Toilets,Sanitation dump station,Outdoor gear,Groceries,Bakery,Rarity in this area,Repairs vehicles,Repairs motorcycles,Repairs bicycles,Sells parts,Recycles batteries,Recycles oil,Bio fuel,Electric vehicle charging
"Auto Jeep, 21-27, Carrera 12, Centro, Perimetro Urbano Pereira, Pereira, Risaralda, RAP Eje Cafetero, 660002, Colombia",Auto Mejia,Mechanic and Parts,"This is Carlos car parts shop. I needed the headlight bulb changed. even though he did not have it he made sure I got it and help me put it in really nice guy,  friendly guy. can be a great asset if you need part in Periera. ",4.810736,-75.696842,1434.6265869140625,2024-10-02 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,Yes,No,No,Yes,,,,
"Gámeza, Sugamuxi, Boyacá, RAP (Especial) Central, 152020, Colombia",Peñas de las Águilas ,Established Campground,"Campsite in an idyllic valley. 10k per vehicle to camp in their meadow next to a beautiful river. There is a climbing wall just next to it if you're into climbing. The tienda offers food and drinks too. The shower was down when we visited but toilets were available. A gem for locals! 

The access bridge looks scary but coal trucks pass it multiple times per day so rest assured it will take the weight your rig.",5.792620,-72.818122,2491.7405932229294,2025-03-17 00:00:00 UTC,Natural Source,,,,Yes,No,No,,Yes,Yes - Average,Yes,Yes,Unknown,Unknown,Running Water,No,,,,,,,,,,,,
"Carmotos, 24-75, Carrera 12, Centro, AMCO, Area Metropolitana Centro Occidente, Pereira, Risaralda, RAP Eje Cafetero, 660002, Colombia",carlijos parts,Mechanic and Parts,this is the place that everybody recommended for accessories such as headlight bulbs brake bulbs etc really good service.,4.810642,-75.699546,1441.9072265625,2024-10-02 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,Yes,No,No,Yes,,,,
"Calle 10, Cabecera municipal Florida, Florida, Sur, Valle del Cauca, RAP Pacífico, Colombia",KALDI BARRA CAFÉ ,Restaurant,"KALDI BC is a charming coffee shop that has been a part of the municipality of Florida, Valle for 12 years. Its cozy and relaxed atmosphere makes it the perfect place to have a coffee or tea, enjoy a dessert or simply relax and chat with friends. 

Also, their coffee is of high quality and can be enjoyed both hot and cold. The staff is friendly and attentive, which makes the experience at KALDI BC even better. 

If you are looking for a coffee shop in the Florida Valley, you should definitely visit KALDI BC.",3.324308,-76.233175,1071.21728515625,2023-04-18 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Carrera 12, Villa de Leiva, Villa de Leyva, Ricaurte, Boyacá, RAP (Especial) Central, 154001, Colombia",El Chingón de Villa,Restaurant,"The best tacos we've had since Mexico! The very friendly guy running the place lived in Mexico for years and has his tacos down perfectly. speaks good English too, highly recommended! ",5.632697,-73.528030,2190.6207835543573,2025-01-10 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Variante Chicoral - Gualanday, El Caimito, Coello, Centro, Tolima, RAP (Especial) Central, Colombia",Tata,Showers,Clean free cold showers behind the shop of the gas station. ,4.272473,-74.999690,466.3535159965977,2024-10-01 00:00:00 UTC,,,,,Yes,,,,,,,,,Cold,,,,,,,,,,,,,,
"Total spanish, Carrera 37, Lalinde, Comuna 14 - El Poblado, Medellín, Valle de Aburrá, Antioquia, RAP del Agua y la Montaña, 050021, Colombia",Total Spanish language school,Other,"Spanish school offering group and private lessons in el poblado area. 650k-700k per week depending on length of booking. After lesson activities for free or small cost 3-4 days a week (tours, salsa, language exchange etc). Definitely recommended but tbh all schools are probably the same",6.207482,-75.567327,0.0,2024-10-02 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Minca, Santa Marta, Magdalena, RAP Caribe, 470008, Colombia",Dunarinka Hostal,Established Campground,"This was the best place we could find in Minca for our motorhome, especially if you have a smaller vehicle. Great view, electricity power, reasonable internet, clean and quiet. Hammocks and suspended net to chill. Close enough to the village but also to some beautiful hikes. Also possible to set a tent or rent a room. I think it’s ok even for bigger vans like a normal Sprinter, but might be tricky to level with a larger car. we loved staying here for two weeks. it's common that nobody is around so call the owner on the phone or keep waiting. Senora Luz is the owner. The price is 25k pp Price in June 2025 is 30k pp New contacts: dunarinkahostal@gmail.com https://www.dunarinka.com WhatsApp +573052595542",11.144636,-74.122786,633.6742491619661,2025-06-03 00:00:00 UTC,Potable,,,,Yes,Yes - At Sites,Yes,,No,Yes - Average,No,Yes,Unknown,Cold,Running Water,No,,,,,,,,,,,,
"EDS Villa María, Carrera 12, Villavieja, Norte, Huila, RAP (Especial) Central, Colombia",Biomax Villamaria watertap ,Water,"After we visited some campsites in the dessert where we found out they all have very low pressure water (non potable), so we went to ask for water here but the guy at the pomp said no. But after asking again he texted the owner and he came out of his house and was super friendly and was very happy to help us out! 
Super high pressure (what we need because we fill trough a filter system) so we filled up our tank in 10 minutes (225 Liter) he told us to come back when we needed a refill. Super nice guy! We also filled up our diesel tank afterwards. So great place so fill up you’re water before going into the dessert.
You can also clean your car here.",3.216350,-75.213517,388.0,2024-03-14 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Carrera 3, Villavieja, Norte, Huila, RAP (Especial) Central, Colombia",Desert garden,Restaurant,Super nice and tranquil restaurant with Vega option. If you like a peaceful place with chill music and no tv,3.221900,-75.218000,406.0,2024-03-17 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"La Vega, Gualivá, RAP (Especial) Central, 253610, Colombia",Clamping La Vega,Informal Campsite,Went to ask if we could stay on his parking lawn for the night. There was water and nothing more. He asked 300.000 COP for one night. I said no way and then said 150.000 COP. I said thank you and good bye  don’t waste you’re time on this street.,5.008627,-74.338695,1212.6610763575882,2024-03-30 00:00:00 UTC,Yes,,,,Yes,No,No,,No,Unknown,No,Yes,Unknown,No,Running Water,,,,,,,,,,,,,
"Parabricentro Fontibon, 120 80, Avenida Calle 17, La Perla, UPZs de Bogotá, Localidad Fontibón, Bogota, Bogota Capital District - Municipality, RAP (Especial) Central, 110921, Colombia",La Rueda tires and Alignment,Mechanic and Parts,Perfect shop to let your wheels aligned. We needed to let our Mercedes Sprinter 2021 to be aligned and they do a pro job here. We paid 105.000 COP so a very good price for a 2 hour job (including switching the front wheels with the back wheels),4.686221,-74.158387,2548.1933114519343,2024-04-01 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,Yes,No,No,Yes,,,,
"Sutamarchán, Ricaurte, Boyacá, RAP (Especial) Central, 153860, Colombia",Close to the olive farm,Wild Camping,Nice and quite place to spend the night if you want to go to the olive farm the next morning. We came late in the evening so this was a good option for us,5.626796,-73.588183,2103.948065632832,2024-04-23 00:00:00 UTC,No,,,,Yes,No,No,,No,No,Yes,No,Unknown,No,No,,,,,,,,,,,,,
"EFECTY SERVIENTREGA 7 DE AGOSTO, 26-25, Calle 66, Siete de Agosto, UPZs de Bogotá, Localidad Barrios Unidos, Bogota, Bogota Capital District - Municipality, RAP (Especial) Central, 111221, Colombia",Carlos H. Cabaliero pneumatic parts,Mechanic and Parts,Shop where they sell pneumatic parts for compressor ,4.658009,-74.071579,2559.6320176962763,2024-04-24 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,No,No,No,Yes,,,,
"Calle 140B, La Chucua, UPZs de Bogotá, Localidad Suba, Bogota, Bogota, Capital District, RAP (Especial) Central, 111131, Colombia",Mag motorhomes ,Mechanic and Parts,Mag Motorhomes is a high end camper builder so he can help you out with everything you need,4.740407,-74.089820,2559.686170728877,2024-04-24 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,No,No,No,Yes,,,,
"Carrera 38, UPZs de Bogotá, Localidad Puente Aranda, Bogota, Bogota, Capital District, RAP (Especial) Central, 111611, Colombia",Super Llantas,Mechanic and Parts,Good shop where you can replace your tires. Ask for Giovanny. They have all the good brands and have a lot of knowledge of the tires,4.614835,-74.103809,2562.034529197961,2024-04-27 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,No,No,No,Yes,,,,
"Carrera 69C, La Floresta, UPZs de Bogotá, Localidad Suba, Bogota, Bogota Capital District - Municipality, RAP (Especial) Central, 111121, Colombia",Mercedes Benz Motorysa,Mechanic and Parts,This is the official Mercedes dealer in Bogota where they also maintain Sprinters. This is a professional workshop! They helped me out with a problem with the engine of my 2021 Sprinter caused by a disconnected cable on the air filter what was caused by Tramicon. So if you have any issues with your Mercedes Sprinter go here and DON’T GO TO TRAMICON! they are a bunch of monkeys!,4.692949,-74.075150,2556.25473242905,2025-02-24 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,Yes,No,No,Yes,,,,
"Carrera 47, Comuna 12 - Cabecera del Llano, Bucaramanga, Metropolitana, Santander, RAP Gran Santander, 680003, Colombia",Next to the library ,Wild Camping,We found this spot better than the other spot “Bucaramanga” quite place with a garbage can nearby. If you need water go to the teleferico during the day. They will charge you 7K to 12K Cop for parking during the daytime (closing at 21:00) perfect clear potable water with high pressure outlet. With good cell phone reception,7.115079,-73.104942,1001.4287719726562,2024-06-05 00:00:00 UTC,No,,,,Yes,No,No,,No,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,
"Anillo Vial Vía Girón, Girón, Metropolitana, Santander, RAP Gran Santander, 687541, Colombia",Primax gas station ,Water,We spend the night at this place because Mercedes has a workshop here for vans and trucks. And we could fill our tank at the gas station. Non potable but crystal clear and high pressure. The tap is next to the small white building. Ask the employees,7.063437,-73.146429,751.6988006032368,2024-06-06 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Barrancas, La Guajira, RAP Caribe, Colombia",Water at gas station,Water,Gas station with potable water. We asked if we could fill up our tank and he said no problem. The guy called said it was potable water. Looks very clear and we fill true filters so for us it’s good to drink any way. We paid him 5K as a donation ,10.977107,-72.786436,155.98756276629865,2025-04-13 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Vía al Mar, Tubará, Atlántico, RAP Caribe, 081001, Colombia",Toll port behind the store,Water,There is a water point behind the store at this toll port. The water looks crystal clear and has a lot of pressure. Ask the guy from the store if you can fill up and he will say yes. Nice guy.,10.967311,-74.957309,21.18458928540349,2025-03-31 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Buritaca, Santa Marta, Magdalena, RAP Caribe, Colombia",Hostal Baruch ,Water,"We got water from the owner and paid him 10 K
Very nice guy! The water comes directly from the river so is not potable but it’s pretty clear and has good pressure. Water is super hard to get from Santa Marta till Rioacha so we added this one for the ones in surch of water. We fill true a three stage filter so we need some pressure to be able to fill our tank and we need water with not to much dirt in in because of that.",11.250117,-73.769270,7.887239217758179,2024-07-14 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Al Toque, Rodadero - Cruce Alcatraces, Localidad 3 Turística - Perla del Caribe, Santa Marta, Magdalena, RAP Caribe, 005075, Colombia",Potable water at gas station Arcos ,Water,"I asked for water and they were happy to help. The guy had to put the pump to get it running. Water looks super clean and because of the pump it has good pressure. I think it is potable water, but we fill true a filter system so for us it’s good",11.185915,-74.225769,8.40334445424378,2025-05-21 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Localidad 3 Turística - Perla del Caribe, Santa Marta, Magdalena, RAP Caribe, 470006, Colombia",Playa Bello Horizonte ,Wild Camping,"Great place at the beach. Super quit at night. Not to many mosquitoes (compared to Gaira)
We stayed here for five nights in a few weeks time and after a few nights the cops came to tell us the apartement complex complained so they asked us to stay a little further from the beach in the same street along road during the night. Other than that this is a perfect place in Santa Marta! 100 meters away there is a water tap we could use after asking the security with very clean water and high pressure!",11.153309,-74.226918,6.257979456290229,2024-07-20 00:00:00 UTC,No,,,,Yes,No,No,,No,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,
"Cocora, Salento, Fría, Quindío, RAP Eje Cafetero, Colombia",Park and hike big & small loop,Tourist Attraction,"This is where you park your vehicle and as you get out of the parking lot, make a left. Follow the sidewalk as you walk out of the parking lot on your left to the park Boletería. It is 200-300m on your right. You cannot miss it. You will have to pay a fee of 20k pedos. If you want to do the big loop,  which takes about 6 hours and you walk through 5 Miradors,  stay on the left and follow red marking on park map at entrance. You will be going counterclockwise. If you intend to do the small loop (2 hrs), follow the same route as long route to Mirador 2, then hike back down slope to Mirador 1 and get to entrance from where you started. 

For the long route, must do Mirador 1 and then Mirador 2.  ",4.640507,-75.483180,2453.894287109375,2025-06-30 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Pijao, Cordillerana, Quindío, RAP Eje Cafetero, 632020, Colombia",Mirador Pijao Quindio ,Tourist Attraction,"Great views of the valley. you could also park here by the night. locals told me it's safe. there may be some traffic noise at night.
I'm  sure on the weekends the locale may be coming here and enjoying musics and drinks. Beware of that.",4.363291,-75.713119,1628.13037109375,2024-12-31 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Panamericana, Chachagüí, Centro, Nariño, RAP Pacífico, Colombia",Hotel Arizona (formerly known as Biomax),Hotel,"Clean small hotel on Panamerica. 28k as of 09/2024. Cold showers, WiFi, may have hot water eventually as there are wires sticking out of the wall. ",1.428294,-77.284206,1680.06215368025,2024-09-27 00:00:00 UTC,Potable,,,,Yes,Yes - At Sites,No,Yes,Yes,Yes - Average,Yes,No,Unknown,Cold,Running Water,,,,,,,,,,,,,
"La Manuela, Puerto Asís, Putumayo, RAP Amazonía, Colombia",Hotel Limoncocha,Informal Campsite,"A hotel with a big parking space for motorhomes. They have a big seating space under roof with tables, chair and hammocks. WC and showers. Internet and electricity. $5 per vehicle per night. They can also wash your clothes in their washing machine and dry it in drier, price $1.5 per kilo. 
the family lives there, they are very kind and have a friendly dog. The hotel doesn't have a sign, it's just a big house. ",0.406160,-76.621340,308.6,2024-10-04 00:00:00 UTC,Yes,,,,Yes,Yes - At Sites,No,,No,Yes - Fast,Yes,Yes,Yes,Cold,Running Water,,,,,,,,,,,,,
"SANTA RITA, Agrado, Centro, Huila, RAP (Especial) Central, Colombia",Rio Magdalena ,Wild Camping,"Good camping spot Big, easy to access safe and very calm during the nigth",2.238868,-75.651119,737.49609375,2025-05-31 00:00:00 UTC,No,,,,Yes,Yes,Yes,,No,No,Yes,Yes,Yes,Hot,No,,,,,,,,,,,,,
"Carrera 27A, Siete de Agosto, UPZs de Bogotá, Localidad Barrios Unidos, Bogota, Bogota Capital District - Municipality, RAP (Especial) Central, 111221, Colombia",Ruben Alternadores,Mechanic and Parts,Came here for recommendation from an electrician in Tenjo (also in iOverlander). You can bring your alternator here to repair. ,4.656742,-74.074012,2555.9136238098145,2024-10-03 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,Unknown,Unknown,No,No,,,,
"Carrera 3, Loma de Cartagena, Comuna 4, Popayán, Centro, Cauca, RAP Pacífico, 190003, Colombia",El Payanés - Cafeteria/Restaurante,Restaurant,"Menu for 12,000 COP, including soup, main course, juice. Friendly staff. Outdoor area. Live music. Clean. Recommended. ",2.441206,-76.603216,1774.86279296875,2024-10-04 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Machetá, Almeidas, RAP (Especial) Central, 250840, Colombia",Machetà climbing house,Established Campground,"Catalina runs a small climbers refuge where she rents cabañas and tents. She has a spot for one Overlander rig to park/camp in her property for 20k per night. Toilet, outdoor shower, chill out area and kitchen for use.
Find them on Instagram before showing up.
The climbing crag is next door with an entry fee of 7500pp.",5.076529,-73.578214,1809.247351675576,2024-10-04 00:00:00 UTC,Unknown,,,,Yes,No,Yes,,No,Yes - Average,No,Yes,Unknown,Cold,Running Water,No,,,,,,,,,,,,
"Cartagena, Dique, Bolívar, RAP Caribe, Colombia",Playeta,Wild Camping,"We were here on a Saturday morning and it was very peaceful. A couple was selling lunch (we had a delicious fish with coconut rice, patacones and salad for 35.000cop.) They let us park and stay how long as we wanted. We didn’t spend the night here but they said it was ok. Best spot for snorkeling! Don’t forget your sandals to go in the water and to pass the rocks to see the corals and fish. ",10.185579,-75.641552,0.816098659299314,2025-02-06 00:00:00 UTC,No,,,,Yes,Unknown,No,,Yes,No,Unknown,Unknown,Yes,No,No,,,,,,,,,,,,,
"Diagonal 13, Bojacá, Casco urbano de Chía, Chía, Sabana Centro, RAP (Especial) Central, 250002, Colombia",wash&go lavanderia automatica ,Laundromat,"One of the few laundromats in Colombia. It's placed in a shopping court with many amenities nearby. New machines and toilet/table/wifi. 24k for wash and dry of the standard units (soap and softener included) and 32k for the bigger one. 90 min for full circle washer drier. We started the washer and went shopping, and the owners started driers and Whatsapped us when the circles were done.
Underground parking part of the shopping mall, owners will let you park near the entrance if you have a bigger rig (like it was our case).
Washed and dried all our stuff (15kg+) for 56k which we thought was a very competitive price.
This is a mom&pop shop and the owners are super nice and speak English too. ",4.865283,-74.038690,2970.7635849355656,2025-07-01 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Vía Bogotá - Choachí, Choachí, Oriente, Cundinamarca, RAP (Especial) Central, Colombia",ecoparque el mirador de choachi,Informal Campsite,"We could not find a quiet place to stay near the rock climbing area till we spotted this mirador. Asked the owner Roberto to stay in the parking lot of the mirador. He's a truly wonderful person and let us stay for free, use the toilets, showers, and offered us coffee and soda. He's building the land into a camping/recreational area that includes a dog park and play area so I'm sure the facilities will improve soon too. ",4.567128,-73.967093,2143.0792114214655,2024-10-06 00:00:00 UTC,Natural Source,,,,Yes,No,No,,No,No,Yes,Yes,Yes,Cold,Running Water,,,,,,,,,,,,,
"Guacamayas, Gutiérrez, Boyacá, RAP (Especial) Central, 151220, Colombia",Landslides,Warning,Not possible to go this way. Landslides. you have to go all the way round ,6.472032,-72.528954,2033.380532000319,2024-10-06 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Charguayaco, Pasto, Centro, Nariño, RAP Pacífico, Colombia",Genoa community Center,Wild Camping,"I was attending Zona Gastronomia in Pasto when I met Natalia, owner of AndandoTravel agency and inquired about the wild camping in Pasto so she recommended Tarmales de Genoa. Unfortunately when I got done there, it was late in the evening and when I got here after a 15-20 minutes drive it was dark and Tamales was closed so instead of getting into an unknown spot I turn around and stopped at one of the houses and ask them if I could park around their street.  They advised me to park it at this spot and indicated it is really safe place, no problems at all. The night was quiet and tranquil and no problems at all. 
The back option is also Termales de Genoa park lot ( if there is one, I did not check) which is little bit up a hill from here (just about 2 minutes drive on the right)  if you come before they close for the day.

PLEASE ASK BEFORE PARKING HERE",1.256356,-77.328485,2647.7275390625,2024-10-07 00:00:00 UTC,No,,,,Yes,No,No,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,
"Valle del Guamuez (La Hormiga), Putumayo, RAP Amazonía, Colombia",Ayahuasca and camping,Tourist Attraction,"We came here after a recommendation from fellow Colombian travelers. Taita, a local shaman (his name is Jesus) does Ayahuasca ceremonies here every Saturday. Other indigenous people from other villages come for the ceremony. We were the only foreigners (and one Italian guy who lives in Quito). It's 50k per person for Ayuaska and if you want ""cleaning"" in the morning it's another 50k. They let us stay one more night here just so we can relax after the ceremony. It's authentic not touristic place so the experience is more raw. However, it's not very big space, with us there were another 25 people and it was overcrowded. But they say that's not usually the case....
Safe and tranquil place to stay. Electricity, Internet, bathroom, showers.",0.469920,-76.911540,379.21282958984375,2025-04-22 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Calle 3, San Martín, Salado Blanco, Totoró, Oriente, Cauca, RAP Pacífico, Colombia",Hotel,Hotel,"80,000 Col Pesos for two people for one night. We came here with our bikes, stored them downstairs. We got two double beds. There’s a private bathroom, hot water included. ",2.511982,-76.400898,2560.489786170423,2024-09-24 00:00:00 UTC,Unknown,,,,Yes,Yes - At Sites,No,Street Parking,No,Unknown,Unknown,No,Unknown,Hot,Running Water,,,,,,,,,,,,,
"Vía a las Lajas, Colina Verde, Las Lajas, Ipiales, Exprovincia de Obando, Nariño, RAP Pacífico, 524067, Colombia",Mirador Las Lejas Church.,Tourist Attraction,"This is the Mirador where you should stop first if your driving your own car when you come to see Las Lejas Church. The street side  parking is limited here but if you come during the weekdays you should be okay to park. Great view of the Valley and the church. Once you are done here then you should drive downhill the road and get to park your vehicle in town and hike down to the church. You can also  hike  up the hill to Telefrrique there's a pin for that in ioverlander. It is 15 min. hike. 

I asked the local taxi driver what was the best way to see the church, they said you should park your car in the town hike down to the church which is easy(downhill) then take the Telefrtique up and back seeing the church in the valley with an aerial view and then climbing up to where your car was parked in the town.

For people with limit mobility and hiking problems I would come to the Mirador first then drive up to take roundtrip to Telefrtique. after you are done you can stay overnight there in your car it is free.",0.811676,-77.591466,2824.292236328125,2024-10-07 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Calle 4, Las Lajas, Ipiales, Exprovincia de Obando, Nariño, RAP Pacífico, 524067, Colombia",Las Lejas Church parking,Short-term Parking,"if you do not intend to take hike to the church you can park the car here. Initially attendant asked me that I will have to leave the keys to which I declined but later he found me a spot. It was really crowded so on the weekends there's no way you'll be able to park here at least unless you come bright and early. Weekdays there is a possibility. 

The charges here are $1 for the first hour and $1 for an additional hour.

if you cannot find the parking here maybe in town you can find it I did not look for it the other option is you can go to teleferique and hike down and up, 45 minutes each way",0.806486,-77.582153,2693.31298828125,2024-10-07 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Calle 14B, Comuna 5, Pasto, Centro, Nariño, RAP Pacífico, 520003, Colombia",hotel santa clara,Hotel,"Great hotel, brand new renovated rooms, smells good, very clean, garage for car or motorcycle available. bed is a bit hard but 30k for a double bed room. the guy at the reception is very nice. ",1.197034,-77.272186,2582.295654296875,2024-10-03 00:00:00 UTC,Non-Potable,,,,Yes,Yes - At Sites,No,Secure Parking,No,Yes - Average,No,No,Unknown,Unknown,Running Water,,,,,,,,,,,,,
"35-175, Carrera 17, Urb. La Española, Torices, Cartagena, Dique, Bolívar, RAP Caribe, 472000, Colombia","Calle 17, Cartagena",Warning,"MODERATOR NOTE: WARNING!!! Thefts and vandalism reported in this location. Please use caution.
-----------
Robbery just after the castle San Felipe around 10pm by a group of 8 that took us by surprise while we were walking (4 adults). It is recommended to use taxi/uber from the end of daytime out of El Centro, Boca Grande and Manga. If not, be aware of any motorcyclist that passes by.
",10.426332,-75.537034,0.0,2024-09-22 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Avenida Trisesquicentenario, Santa Cruz de Mompós, Santa Cruz de Mompox, Depresión Momposina, Bolívar, RAP Caribe, 132560, Colombia",Parqueadero El Rey,Short-term Parking,"Secured short term parking along the main road. You might even pass the night, we just parked for a couple of hours while visiting the town (beautiful).

Around 3k / hour ",9.240967,-74.431072,20.0,2024-10-09 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Viracachá, Márquez, Boyacá, RAP (Especial) Central, Colombia",Fuente antigua,Wild Camping,"Overnight stay, no security problems and very close to town. There is a water source and a historical site 
--------
Sitio para pernoctar, sin problemas de seguridad y muy cerca al pueblo. Hay una fuente de agua y un sitio histórico ",5.437059,-73.295786,2578.74462890625,2024-10-06 00:00:00 UTC,Potable,,,,Yes,Yes,No,,No,No,No,No,Yes,No,No,,,,,,,,,,,,,
"Hacienda el Tivoli, Vereda Centro, Sáchica, Ricaurte, Boyacá, RAP (Especial) Central, 153880, Colombia",Casa cantarana,Established Campground,"Casa Cantarana is a spiritual retreat held by Temascals and they have music classes.
It has parking for campers and several cars. There is plenty of space to pitch tents. The entrance is a bit hidden. To receive information write to Violeta. 
The services are WiFi bathrooms and showers. 
It's 20'000 pp a night. If they want, they can also offer work help around the house instead of payment.

Casa cantarana es un retiro espiritual que hacen temascales y tienen clases de música.
Tiene parqueadero para camperos y varios carros. Hay mucho espacio para armar carpas. La entrada está un poco escondida. Para recivir informaciones escribenle a Violeta. 
Los servicios son WiFi baños y duchas. 
Son 20'000 pp la noche. Si quieren también pueden ofrecer ayuda laboral alrededor de la casa en vez de el pago.
",5.596534,-73.545084,2142.500244140625,2024-10-10 00:00:00 UTC,Non-Potable,,,,Yes,Unknown,No,,No,Yes - Fast,Yes,Yes,No,Warm,Running Water,No,,,,,,,,,,,,
"Popayán, Centro, Cauca, RAP Pacífico, Colombia",Finca Pilaju nuevo,Established Campground,"We have built a new campground in the beautiful area of Vereda Clarete bajo. This small village is safe and very close located to Popayan. This campground is owned by a very friendly and helpful family. Alexa, Frankie and Laura give you a very warm welcome. The campground itself provides all services you need as an Overlander. Flat and grassy area, electricity (if needed), potable water, wifi, showers and restrooms. They also offer a room with a double bed and a single bed in their house. Also your pet is very welcomed and has a lot of space on this property. They also can wash your clothes, do not hesitate to ask Alexa for this service. It costs an extra amount",2.503020,-76.539520,0.0,2025-03-04 00:00:00 UTC,Potable,,,,Yes,Yes,Yes,,Unknown,Yes - Average,Yes,Yes,Yes,Cold,Yes,No,,,,,,,,,,,,
"El Retiro, Oriente, Antioquia, RAP del Agua y la Montaña, 055010, Colombia",Trakventure Casa Turpial,Established Campground,"Welcome to Casa Turpial, the main headquarters of TrakVenture. Here, you can stay for free as many days as you need. There is a room available for your stay. If you prefer to camp, there is an extensive area where you can do so. We have a bathroom with a hot shower, WiFi, a kitchen, and drinkable water. The camping area also has access to the kitchen and bathroom. Regarding cell signal, there is good reception for Claro operators. For Tigo and others, the signal is not very strong. Additionally, there are two restaurants nearby, and we are located approximately 15 to 20 minutes from La Ceja, El Retiro, and Llanogrande. Welcome! For anything you need, please contact us at 311-308-0997 or through Trakventure’s social media channels @trakventure ",6.066518,-75.451453,2286.7184200547636,2025-05-16 00:00:00 UTC,Potable,,,,Yes,Yes,Yes,,Yes,Yes - Fast,Yes,Yes,No,Hot,Running Water,Unknown,,,,,,,,,,,,
"Hotel Álamos del Parque, 24 139, Calle 13, Los Angeles, Universidad, AMCO, Area Metropolitana Centro Occidente, Pereira, Risaralda, RAP Eje Cafetero, 660003, Colombia",Residential Area,Wild Camping,"Super nice area in a very residential neighbourhood, we were trying to park in Parque Álamos but there weren’t spots available, so we parked here instead and had a really chill and safe evening. Very friendly area aswell, with a lot of cafes and restaurants. Definitely recommend! ",4.797889,-75.691056,1429.5,2024-10-11 00:00:00 UTC,No,,,,Yes,No,No,,No,No,Yes,No,Yes,No,No,,,,,,,,,,,,,
"Mambrú, 10-47, Carrera 5, Cabecera Municipal de Jardín, Jardín, Cabecera Municipal, Jardín, Suroeste, Antioquia, RAP del Agua y la Montaña, 056050, Colombia",Mambru,Restaurant,Mhhhh ! Amazing cocktails and food : the pizzas are excellent !,5.598180,-75.818575,1764.263756020926,2024-10-11 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
